Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,Bsmt,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,Garage,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
774,20,3,70.0,10150,1,3,3,0,4,0,12,0,2,5,5,1,1,13,14,1.0,3,4,1,1,456,0,456,912,1,0,1,0.0,912,0,0,912,0,0,1,0,2,1,3,5,6,0,1,275,1,2,0,0,0,0,0,0,0,7,2007,0,4,114500
775,20,3,110.0,14226,1,3,3,0,0,0,16,0,2,8,5,3,1,12,13,375.0,2,4,2,1,0,0,1935,1935,1,2,1,4.0,1973,0,0,1973,0,0,2,0,3,1,2,9,6,1,3,895,1,2,315,45,0,0,0,0,0,7,2007,6,5,395000
776,120,4,32.0,4500,1,3,3,0,2,0,11,4,2,6,5,3,1,12,13,320.0,3,4,2,0,866,0,338,1204,1,0,1,4.0,1204,0,0,1204,1,0,2,0,2,1,3,5,6,0,2,412,1,2,0,247,0,0,0,0,0,6,2009,8,4,162000
777,20,3,86.0,11210,1,0,3,0,4,0,5,0,2,7,5,1,1,12,13,240.0,2,4,2,1,20,0,1594,1614,1,0,1,4.0,1614,0,0,1614,0,0,2,0,3,1,2,7,6,0,3,865,1,2,144,59,0,0,0,0,0,7,2006,6,5,221500
778,20,3,100.0,13350,1,0,3,0,4,0,19,0,2,5,5,3,1,6,10,0.0,3,4,1,1,762,0,102,864,1,4,1,4.0,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,440,1,2,241,0,0,0,0,0,0,6,2006,8,4,142500
779,90,2,60.0,8400,1,3,3,0,4,0,20,2,2,5,5,1,1,9,10,320.0,3,4,3,0,0,0,0,0,1,4,1,4.0,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,2,630,1,2,0,0,0,0,0,0,0,10,2007,8,4,144000
780,90,3,78.0,10530,1,3,3,0,4,0,11,2,6,6,5,1,1,9,7,90.0,3,4,1,1,975,0,0,975,1,4,1,4.0,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,2,504,1,2,0,0,0,0,0,0,0,5,2006,8,4,135000
781,20,3,63.0,7875,1,3,3,0,4,0,8,0,2,7,5,1,1,6,6,38.0,3,4,2,1,0,0,1237,1237,1,2,1,4.0,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,2,402,1,2,220,21,0,0,0,0,0,6,2007,8,4,176000
782,60,3,65.0,7153,1,3,3,0,4,0,20,0,5,6,5,1,1,12,13,0.0,2,2,2,1,387,0,374,761,1,0,1,4.0,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,2,484,1,2,0,124,0,0,0,0,0,7,2006,8,4,175900
783,20,3,67.0,16285,1,1,3,0,4,0,5,0,2,7,5,1,1,12,13,0.0,2,4,2,1,0,0,1413,1413,1,0,1,4.0,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,2,605,1,2,0,33,0,0,0,0,0,6,2009,8,4,187100
784,85,3,75.54059600830078,9101,1,0,3,0,0,0,11,0,6,5,6,1,1,9,10,104.0,3,2,2,1,1097,0,0,1097,1,0,1,4.0,1110,0,0,1110,1,0,1,0,1,1,2,4,6,1,2,602,1,2,303,30,0,0,0,0,0,7,2009,8,4,165500
785,75,4,35.0,6300,1,3,3,0,4,0,17,0,4,6,6,1,1,13,15,0.0,3,4,1,1,0,0,742,742,1,0,1,4.0,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,0,0,0,2,0,291,134,0,0,0,0,6,2008,8,4,128000
786,20,3,75.65030670166016,9790,1,3,3,0,4,0,14,0,2,6,5,1,1,3,14,0.0,3,4,1,1,251,630,491,1372,1,4,1,4.0,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,2,457,1,2,0,0,0,0,197,0,0,9,2009,8,4,161500
787,50,4,60.0,10800,1,3,3,0,4,0,17,0,0,5,6,1,1,8,8,0.0,3,2,2,1,686,0,0,686,1,4,1,4.0,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,1,416,1,2,0,0,196,0,0,0,1200,6,2010,8,4,139000
788,60,3,76.0,10142,1,0,3,0,4,0,20,0,5,7,5,1,1,12,13,0.0,2,4,2,1,656,0,300,956,1,0,1,4.0,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,2,618,1,2,0,45,0,0,0,0,0,1,2010,8,4,233000
789,20,4,50.0,6000,1,3,3,0,0,0,17,0,2,4,7,1,1,8,8,0.0,3,4,1,1,0,0,901,901,1,0,1,4.0,901,0,0,901,0,0,1,0,2,1,3,4,6,0,1,281,1,2,0,0,0,0,0,0,0,8,2008,8,4,107900
790,60,3,76.498779296875,12205,1,0,2,0,4,0,4,0,5,6,8,1,1,6,6,157.0,3,4,1,1,568,0,264,832,1,2,1,4.0,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,2,444,1,2,133,168,0,0,0,0,0,7,2007,8,4,187500
791,120,3,43.0,3182,1,3,3,0,4,0,0,4,2,7,5,1,1,12,13,11.0,2,4,2,1,16,0,1129,1145,1,0,1,4.0,1145,0,0,1145,0,0,2,0,2,1,2,5,6,1,2,397,1,2,100,16,0,0,0,0,0,9,2009,8,4,160200
792,80,3,97.8218765258789,11333,1,0,3,0,0,0,11,0,7,6,5,1,1,6,6,0.0,3,4,2,1,539,0,490,1029,1,4,1,4.0,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,2,539,1,2,120,0,0,0,0,0,0,5,2007,8,4,146800
793,60,3,92.0,9920,1,0,3,0,1,0,15,0,5,7,5,1,1,8,8,0.0,2,4,2,1,862,0,255,1117,1,0,1,4.0,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,2,455,1,2,180,130,0,0,0,0,0,6,2007,8,4,269790
794,20,3,76.0,9158,1,3,3,0,4,0,21,0,2,8,5,1,1,5,5,140.0,2,4,2,1,0,0,1496,1496,1,0,1,4.0,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,2,474,1,2,168,130,0,0,0,0,0,6,2007,6,5,225000
795,60,3,88.39901733398438,10832,1,0,3,0,0,0,8,0,5,7,5,1,1,8,8,0.0,2,4,2,1,0,0,712,712,1,0,1,4.0,1086,809,0,1895,0,0,2,1,3,1,2,7,6,1,2,409,1,2,143,46,0,0,0,0,500,10,2008,8,4,194500
796,60,3,70.0,8400,1,3,3,0,4,0,20,0,5,6,6,1,1,6,6,130.0,3,4,1,1,0,0,650,650,1,4,1,4.0,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,2,476,1,2,0,50,0,0,204,0,0,4,2010,8,4,171000
797,20,3,71.0,8197,1,3,3,0,4,0,19,0,2,6,5,1,1,9,10,148.0,3,4,1,1,0,0,660,660,1,0,1,4.0,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,2,528,1,2,138,0,0,0,0,0,0,4,2007,8,4,143500
798,20,3,57.0,7677,1,3,3,0,4,0,12,0,2,5,5,1,1,12,13,0.0,3,4,1,1,570,0,203,773,1,2,1,4.0,773,0,0,773,0,0,1,0,2,1,3,4,6,0,1,240,1,2,0,0,0,0,0,0,0,4,2008,8,0,110000
799,60,3,104.0,13518,1,3,3,0,4,0,16,0,5,9,5,3,1,12,13,860.0,0,4,2,0,0,0,1926,1926,1,0,1,4.0,1966,1174,0,3140,0,0,3,1,4,1,0,11,6,2,3,820,1,2,144,78,0,0,0,0,0,7,2009,6,5,485000
800,50,3,60.0,7200,1,3,3,0,0,0,18,0,0,5,7,1,1,13,14,252.0,3,4,0,1,569,0,162,731,1,0,1,4.0,981,787,0,1768,1,0,1,1,3,1,2,7,6,2,1,240,1,2,0,0,264,0,0,0,0,6,2007,8,4,175000
801,60,3,79.0,12798,1,0,1,0,4,1,4,0,5,6,5,1,1,12,13,0.0,3,4,2,1,462,0,154,616,1,2,1,4.0,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,2,603,1,2,403,114,185,0,0,0,400,5,2008,8,4,200000
802,30,4,40.0,4800,1,3,3,0,4,0,9,0,2,4,7,1,1,8,8,0.0,3,4,1,1,197,0,999,1196,1,0,1,0.0,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,2,440,1,2,0,0,0,0,0,0,0,7,2007,8,4,109900
803,60,3,63.0,8199,1,3,3,0,4,0,5,0,5,7,5,1,1,14,15,0.0,2,4,2,1,648,0,80,728,1,0,1,4.0,728,728,0,1456,1,0,2,1,3,1,2,7,6,1,2,410,1,2,36,18,0,0,0,0,0,10,2008,8,4,189000
804,60,3,107.0,13891,1,3,3,0,4,0,16,0,5,9,5,3,1,12,13,424.0,0,4,2,0,0,0,1734,1734,1,0,1,4.0,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,3,1020,1,2,52,170,0,0,192,0,0,1,2009,6,5,582933
805,20,3,75.0,9000,1,3,3,0,4,0,12,0,2,5,5,1,1,13,14,0.0,3,4,1,1,812,0,124,936,1,4,1,4.0,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,1,286,1,2,0,0,0,0,0,0,0,6,2006,8,3,118000
806,20,3,91.0,12274,1,0,3,0,2,0,21,0,2,7,5,1,1,12,13,256.0,2,4,2,1,0,0,1417,1417,1,0,1,4.0,1428,0,0,1428,0,0,2,0,3,1,0,6,6,0,2,554,1,2,0,60,0,0,0,0,0,7,2008,6,5,227680
807,80,3,75.0,9750,1,3,3,0,4,0,12,0,7,5,5,1,1,12,13,0.0,3,4,2,1,400,480,100,980,1,2,1,4.0,980,0,0,980,0,0,2,0,3,1,3,6,6,0,1,384,1,2,68,0,0,0,0,0,0,10,2006,8,4,135500
808,70,3,144.0,21384,1,3,3,0,4,0,3,0,5,5,6,1,1,13,14,0.0,3,4,1,1,1309,0,15,1324,1,0,1,4.0,1072,504,0,1576,2,0,1,1,3,1,2,6,6,1,2,528,1,2,0,312,0,0,0,0,0,5,2009,8,4,223500
809,80,3,85.0,13400,1,3,3,0,4,0,12,0,7,5,5,1,1,12,13,1047.0,3,4,1,1,516,128,380,1024,1,4,1,4.0,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,2,484,1,2,0,0,0,0,0,0,0,6,2006,8,4,159950
810,75,4,90.0,8100,1,3,3,0,0,0,17,0,4,5,5,3,1,0,0,0.0,3,4,2,1,0,0,849,849,1,4,0,0.0,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,2,360,1,0,40,156,0,0,0,0,0,11,2009,8,4,106000
811,20,3,78.0,10140,1,3,3,0,4,0,14,0,2,6,6,3,1,6,6,99.0,3,4,1,1,663,377,0,1040,1,1,1,4.0,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,2,484,1,2,265,0,0,0,0,648,0,1,2006,8,4,181000
812,120,4,37.6339111328125,4438,1,3,3,0,4,0,5,4,2,6,5,1,1,12,13,169.0,2,4,2,1,662,0,186,848,1,0,1,4.0,848,0,0,848,1,0,1,0,1,1,2,4,6,1,2,420,1,2,140,0,0,0,0,0,0,6,2008,3,4,144500
813,20,0,66.0,8712,0,3,0,0,4,1,9,0,2,5,5,3,1,13,14,0.0,1,4,1,1,0,0,540,540,1,4,0,0.0,1044,0,0,1044,0,0,1,0,2,1,1,4,6,0,2,504,1,0,0,0,0,0,0,0,54,6,2010,8,2,55993
814,20,3,75.0,9750,1,3,3,0,4,0,12,0,2,6,6,1,1,8,8,243.0,3,4,1,1,608,0,834,1442,1,2,1,4.0,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,1,301,1,2,0,0,275,0,0,0,500,4,2007,0,4,157900
815,50,3,45.0,8248,1,3,3,0,4,0,7,0,0,5,7,1,1,11,12,0.0,3,4,0,1,0,0,686,686,2,2,1,4.0,686,564,0,1250,0,1,1,1,3,1,1,7,6,0,1,280,1,1,207,0,96,0,0,0,0,7,2006,8,4,116000
816,20,3,48.0,12137,1,1,3,0,1,0,5,0,2,7,5,1,1,12,13,442.0,3,4,2,1,0,0,1649,1649,1,0,1,4.0,1661,0,0,1661,0,0,2,0,3,1,2,6,6,0,2,598,1,2,0,34,0,0,0,0,0,5,2010,8,4,224900
817,20,3,89.44143676757812,11425,1,0,3,0,0,0,12,0,2,5,6,1,1,3,3,0.0,3,4,1,1,486,0,522,1008,1,2,1,4.0,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,1,275,1,2,0,0,120,0,0,0,0,7,2006,8,4,137000
818,20,3,63.293609619140625,13265,1,0,3,0,1,0,11,0,2,8,5,3,1,5,5,148.0,2,4,2,1,1218,0,350,1568,1,0,1,4.0,1689,0,0,1689,1,0,2,0,3,1,2,7,6,2,3,857,1,2,150,59,0,0,0,0,0,7,2008,8,4,271000
819,80,3,80.0,8816,1,3,3,0,4,0,4,0,7,6,7,1,1,6,6,80.0,3,4,1,1,504,0,506,1010,1,2,1,4.0,1052,0,0,1052,1,0,1,0,3,1,3,6,6,0,2,440,1,2,0,0,0,0,0,0,0,6,2010,8,4,155000
820,120,3,44.0,6371,1,0,3,0,4,0,16,4,2,7,5,1,1,12,13,128.0,2,4,2,1,733,0,625,1358,1,0,1,4.0,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,484,1,2,192,35,0,0,0,0,0,6,2010,6,5,224000
821,60,3,72.0,7226,1,0,3,0,1,0,5,0,5,7,5,1,1,12,13,0.0,2,4,2,1,0,0,798,798,1,0,1,4.0,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,2,595,1,2,0,45,0,0,0,0,0,6,2008,8,4,183000
822,20,4,60.0,6000,1,3,0,0,4,1,17,1,2,4,4,1,1,8,8,0.0,1,4,1,1,0,0,936,936,1,4,0,4.0,936,0,0,936,0,0,1,0,2,1,3,4,3,0,2,576,1,2,0,32,112,0,0,0,0,2,2009,8,4,93000
823,60,3,82.29253387451172,12394,1,0,3,0,0,0,8,0,5,7,5,1,1,12,13,0.0,2,4,2,1,0,0,847,847,1,0,1,4.0,847,886,0,1733,0,0,2,1,3,1,2,7,6,1,2,433,1,2,100,48,0,0,0,0,0,10,2007,8,3,225000
824,50,3,60.0,9900,1,3,3,0,4,0,18,0,0,6,7,1,1,12,13,0.0,3,4,0,1,0,0,778,778,1,4,1,4.0,944,545,0,1489,0,0,2,0,3,1,3,7,6,1,1,240,1,2,335,0,0,0,0,0,0,7,2009,8,4,139500
825,20,1,81.0,11216,1,3,3,0,4,0,21,0,2,8,5,1,1,12,13,0.0,2,4,2,1,0,0,1489,1489,1,0,1,4.0,1489,0,0,1489,0,0,2,0,3,1,2,7,6,1,2,776,1,2,0,140,0,0,0,0,0,6,2006,6,5,232600
826,20,3,114.0,14803,1,3,3,0,4,0,16,0,2,10,5,3,1,5,5,816.0,0,4,2,0,1636,0,442,2078,1,0,1,4.0,2084,0,0,2084,1,0,2,0,2,1,0,7,6,1,3,1220,1,2,188,45,0,0,0,0,0,6,2008,6,5,385000
827,45,4,50.0,6130,1,3,3,0,4,0,3,0,1,5,6,1,1,8,8,0.0,3,4,0,1,784,0,0,784,1,2,1,4.0,784,0,0,784,1,0,1,0,2,1,2,5,6,0,0,0,0,2,0,0,116,0,0,0,0,5,2008,8,4,109500
828,20,3,65.0,8529,1,0,3,0,4,0,20,0,2,7,5,1,1,12,13,0.0,2,4,2,1,20,0,1434,1454,1,0,1,4.0,1434,0,0,1434,0,0,2,0,3,1,2,6,6,1,2,527,1,2,290,39,0,0,0,0,0,4,2009,8,4,189000
829,60,3,99.10617065429688,28698,1,1,2,0,1,2,4,0,5,5,5,0,5,9,10,0.0,3,4,2,1,249,764,0,1013,1,4,1,4.0,1160,966,0,2126,0,1,2,1,3,1,3,7,3,0,2,538,1,2,486,0,0,0,225,0,0,6,2009,8,0,185000
830,160,1,24.0,2544,1,3,3,0,4,0,21,3,5,7,5,1,1,8,8,0.0,2,4,2,1,0,0,600,600,1,0,1,4.0,520,623,80,1223,0,0,2,1,2,1,2,4,6,0,2,480,1,2,0,166,0,0,0,0,0,7,2006,8,4,147400
831,20,3,80.0,11900,1,0,3,0,0,0,12,0,2,6,5,1,1,6,6,387.0,3,4,1,1,1040,0,352,1392,1,4,1,0.0,1392,0,0,1392,1,0,1,1,3,1,3,6,6,2,2,458,1,2,0,0,0,0,192,0,0,6,2008,8,4,166000
832,160,1,30.0,3180,1,3,3,0,4,0,21,4,5,7,5,1,1,8,8,0.0,3,4,2,1,0,0,600,600,1,0,1,4.0,520,600,80,1200,0,0,2,1,2,1,2,4,6,0,2,480,1,2,0,166,0,0,0,0,0,6,2006,8,4,151000
833,60,3,44.0,9548,1,0,3,0,1,0,5,0,5,7,6,1,1,12,13,223.0,2,4,2,1,483,0,458,941,1,0,1,4.0,941,888,0,1829,1,0,2,1,3,1,2,7,6,1,2,613,1,2,192,39,0,0,0,0,0,1,2010,8,4,237000
834,20,3,100.0,10004,1,3,3,0,4,0,12,0,2,6,6,1,1,6,10,180.0,3,4,1,1,196,345,975,1516,1,4,1,4.0,1516,0,0,1516,0,0,1,1,3,1,3,6,6,0,2,472,1,2,0,0,0,0,152,0,0,2,2009,8,4,167000
835,20,3,75.0,7875,1,3,3,0,4,0,12,0,2,5,6,1,1,12,13,136.0,3,4,1,1,572,0,572,1144,1,2,1,4.0,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,2,456,1,2,0,0,0,0,0,0,0,9,2008,8,4,139950
836,20,3,60.0,9600,1,3,3,0,4,0,19,0,2,4,7,1,1,12,6,0.0,3,4,1,1,442,0,625,1067,1,4,1,4.0,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,2,436,1,2,290,0,0,0,0,0,0,2,2010,8,4,128000
837,30,4,90.0,8100,1,3,3,0,4,0,17,0,2,5,6,1,1,12,13,0.0,3,4,0,1,338,0,1221,1559,1,2,1,4.0,1559,0,0,1559,1,0,1,0,2,1,3,5,3,0,2,812,1,2,0,116,230,0,0,0,0,6,2007,0,4,153500
838,160,4,21.0,1680,1,3,3,0,4,0,2,3,5,6,5,1,1,6,6,158.0,3,4,1,1,330,0,153,483,1,4,1,4.0,483,504,0,987,1,0,1,1,2,1,3,5,6,0,1,264,1,2,0,0,0,0,0,0,0,11,2008,8,4,100000
839,20,3,75.0,9525,1,3,3,0,4,0,5,0,2,5,6,1,1,12,13,0.0,3,4,2,1,0,0,1099,1099,1,0,1,4.0,1099,0,0,1099,0,0,1,1,3,1,2,6,6,0,1,352,1,2,278,0,0,0,0,0,0,6,2008,8,4,144000
840,50,3,70.0,11767,1,3,3,0,4,0,7,0,0,5,6,1,1,8,8,0.0,3,4,1,1,352,0,416,768,1,0,1,4.0,768,432,0,1200,0,0,1,0,3,1,3,6,6,0,1,240,1,2,0,0,0,0,0,0,0,5,2008,8,4,130500
841,70,2,75.89269256591797,12155,1,0,3,0,4,0,18,0,5,6,8,1,1,13,14,0.0,3,4,0,1,156,0,516,672,1,4,0,4.0,810,672,0,1482,0,0,2,0,4,1,1,7,6,0,1,400,1,1,0,0,254,0,0,0,0,3,2008,8,4,140000
842,70,4,60.0,10440,1,3,3,0,4,0,17,0,5,5,8,1,1,8,8,0.0,3,4,2,1,0,0,650,650,1,2,1,4.0,958,581,0,1539,0,0,2,0,3,1,2,8,6,1,2,686,1,1,70,78,68,0,0,0,0,6,2008,8,4,157500
843,80,3,82.0,9020,1,3,3,0,4,0,12,0,7,6,7,1,1,6,6,183.0,3,4,1,1,312,539,276,1127,1,4,1,4.0,1165,0,0,1165,1,0,1,1,3,1,3,6,6,0,2,490,1,2,0,129,0,0,0,0,0,5,2008,8,4,174900
844,90,3,80.0,8000,1,3,3,0,0,0,12,2,2,5,4,1,1,3,3,0.0,3,4,1,1,0,0,1800,1800,1,0,0,4.0,1800,0,0,1800,0,0,2,0,6,2,3,10,6,0,0,0,0,2,0,0,0,0,0,0,0,7,2007,8,4,141000
845,50,4,100.0,12665,1,0,3,0,4,0,17,0,0,5,8,1,1,13,14,0.0,3,4,0,1,0,0,876,876,1,2,1,4.0,876,540,0,1416,0,0,1,1,4,1,3,7,6,1,3,720,1,2,418,0,194,0,0,0,0,6,2008,8,4,153900
846,85,3,44.07905960083008,16647,1,0,3,0,1,0,19,0,6,5,5,1,1,6,6,0.0,3,4,1,1,1390,0,0,1390,1,4,1,4.0,1701,0,0,1701,1,0,2,0,3,1,3,6,3,2,2,611,1,2,0,0,0,0,0,0,0,1,2007,8,4,171000
847,60,3,75.0,9317,1,3,3,0,4,0,20,0,5,7,5,1,1,6,6,137.0,2,4,2,1,513,0,227,740,1,0,1,4.0,1006,769,0,1775,1,0,2,1,3,1,2,7,6,1,2,425,1,2,234,72,192,0,0,0,0,7,2009,8,4,213000
848,20,3,36.0,15523,1,0,3,0,1,0,5,0,2,5,6,1,1,6,10,0.0,3,4,1,1,460,0,404,864,1,0,1,4.0,864,0,0,864,1,0,1,0,3,1,3,5,6,1,1,338,1,2,0,0,0,0,0,0,0,8,2009,8,4,133500
849,50,3,75.0,45600,1,1,0,0,4,0,4,0,0,6,8,1,1,13,14,0.0,3,4,0,1,0,0,907,907,1,4,1,4.0,1307,1051,0,2358,0,0,3,0,5,1,3,10,6,1,2,360,1,2,486,40,0,0,175,0,0,9,2008,8,4,240000
850,80,3,80.0,9600,1,3,3,0,2,0,24,0,7,6,7,3,1,9,10,360.0,2,2,1,1,0,0,528,528,1,0,1,4.0,1094,761,0,1855,0,0,2,1,3,1,3,7,6,1,2,512,1,2,113,100,0,0,0,0,0,8,2007,8,4,187000
851,120,4,36.0,4435,1,3,3,0,4,0,5,4,2,6,5,1,1,12,13,170.0,2,4,2,1,659,0,189,848,1,0,1,4.0,848,0,0,848,1,0,1,0,1,1,2,3,6,0,2,420,1,2,140,0,0,0,0,0,0,11,2007,8,4,131500
852,120,3,43.9747428894043,3196,1,3,3,0,4,0,0,4,2,8,5,1,1,12,13,40.0,2,4,2,1,0,0,1273,1273,1,0,1,4.0,1456,0,0,1456,0,0,2,0,2,1,2,7,6,1,2,400,1,2,143,20,0,0,0,0,0,5,2006,8,4,215000
853,75,3,53.0,7128,1,3,3,0,4,0,6,0,4,7,5,1,1,8,8,0.0,3,2,1,1,364,0,554,918,1,2,1,4.0,918,728,0,1646,0,0,2,0,4,1,3,7,6,2,1,240,1,2,0,0,0,0,126,0,0,8,2007,8,4,164000
854,80,3,95.44220733642578,12095,1,0,3,0,0,0,12,0,7,6,6,1,1,8,6,115.0,3,2,1,1,564,0,563,1127,1,4,1,4.0,1445,0,0,1445,0,0,1,1,3,1,3,7,6,1,2,645,1,2,180,0,0,0,0,0,0,8,2009,8,4,158000
855,20,3,102.0,17920,1,3,3,0,4,0,19,0,2,5,4,3,1,13,10,0.0,3,4,1,1,306,1085,372,1763,1,4,1,4.0,1779,0,0,1779,1,0,1,1,3,1,3,6,6,1,2,454,1,2,0,418,0,0,312,0,0,7,2006,8,0,170000
856,20,3,65.7425308227539,6897,1,0,3,0,0,0,19,0,2,5,8,1,1,6,6,0.0,3,2,1,1,659,0,381,1040,1,0,1,4.0,1040,0,0,1040,1,0,1,1,3,1,3,6,6,0,1,260,1,2,0,104,0,0,0,0,0,4,2010,8,4,127000
857,80,3,81.42713928222656,10970,1,0,2,0,4,1,5,0,7,6,6,1,1,9,6,0.0,3,4,1,1,505,435,0,940,1,4,1,4.0,1026,0,0,1026,1,0,1,0,3,1,3,5,6,0,2,576,1,2,0,0,34,0,0,0,0,10,2008,8,4,147000
858,60,3,65.0,8125,1,3,3,0,4,0,8,0,5,6,5,1,1,6,6,0.0,3,4,2,1,0,0,702,702,1,2,1,4.0,702,779,0,1481,0,0,2,1,3,1,3,6,6,1,2,343,1,2,0,36,0,0,0,0,0,3,2009,8,4,174000
859,20,3,80.0,10400,1,3,3,0,4,0,14,0,2,7,5,1,1,6,6,189.0,3,4,1,1,0,0,1090,1090,1,4,1,4.0,1370,0,0,1370,0,0,2,0,3,1,3,6,6,1,2,479,1,2,0,0,0,0,0,0,0,6,2009,8,3,152000
860,60,3,77.95722961425781,11029,1,0,3,0,0,0,14,0,5,6,7,1,1,6,6,220.0,3,4,1,1,619,0,435,1054,1,4,1,4.0,1512,1142,0,2654,1,0,2,1,4,1,2,9,6,1,2,619,1,2,0,65,0,0,222,0,0,8,2006,8,4,250000
861,50,3,55.0,7642,1,3,3,0,0,0,6,0,0,7,8,1,1,13,14,0.0,2,4,0,1,0,0,912,912,1,2,1,4.0,912,514,0,1426,0,0,1,1,3,1,2,7,6,1,1,216,1,2,0,240,0,0,0,0,0,6,2007,8,4,189950
862,190,3,75.0,11625,1,3,3,0,4,0,19,1,2,5,4,3,1,9,6,0.0,3,4,2,1,841,0,198,1039,1,0,1,4.0,1039,0,0,1039,1,0,1,1,3,1,3,6,6,0,2,504,1,2,0,0,0,0,0,0,0,4,2010,8,4,131500
863,20,3,81.0,9672,1,3,3,0,0,0,20,0,2,6,5,3,1,6,10,0.0,3,4,2,1,338,0,702,1040,1,4,1,4.0,1097,0,0,1097,0,0,2,0,3,1,3,6,6,0,2,480,1,2,0,0,0,0,0,0,0,5,2010,8,4,152000
864,20,3,70.0,7931,1,3,3,0,4,0,12,0,2,5,5,3,1,3,10,0.0,3,4,1,1,1148,0,0,1148,1,4,1,4.0,1148,0,0,1148,1,0,1,0,3,1,3,6,6,0,1,672,1,2,0,0,0,0,0,0,0,7,2009,8,4,132500
865,20,1,72.0,8640,1,3,3,0,4,0,21,0,2,7,5,1,1,12,13,0.0,2,4,2,0,0,0,1372,1372,1,0,1,4.0,1372,0,0,1372,0,0,2,0,3,1,2,6,6,0,2,529,1,2,0,140,0,0,0,0,0,5,2008,6,5,250580
866,20,3,67.00448608398438,8750,1,0,3,0,4,0,12,0,2,5,6,1,1,8,8,76.0,3,4,1,1,828,0,174,1002,1,4,1,4.0,1002,0,0,1002,1,0,1,0,3,1,3,5,6,0,2,902,1,2,0,0,0,0,0,0,0,8,2009,8,4,148500
867,20,3,67.0,10656,1,0,1,0,4,0,23,0,2,8,5,1,1,12,13,274.0,2,4,2,1,0,0,1638,1638,1,0,1,4.0,1646,0,0,1646,0,0,2,0,3,1,2,6,6,1,3,870,1,2,192,80,0,0,0,0,0,11,2007,6,5,248900
868,20,3,85.0,6970,1,3,3,0,0,0,19,0,2,4,5,1,1,12,13,0.0,3,4,1,1,932,0,108,1040,1,4,1,4.0,1120,0,0,1120,1,0,1,1,3,1,1,5,6,0,2,544,1,2,168,0,0,0,0,0,400,5,2007,8,4,129000
869,60,3,99.5626220703125,14762,1,1,3,0,0,0,8,0,5,5,6,1,1,9,10,0.0,3,4,3,0,0,0,0,0,1,2,1,4.0,1547,720,53,2320,0,0,2,0,2,1,3,7,6,1,2,672,1,1,120,144,0,0,0,0,0,5,2006,8,4,169000
870,60,3,80.0,9938,1,3,3,0,4,0,20,0,5,7,5,1,1,8,8,246.0,2,4,2,1,750,0,300,1050,1,0,1,4.0,1062,887,0,1949,1,0,2,1,3,1,2,8,6,1,2,574,1,2,156,90,0,0,0,0,0,6,2010,8,4,236000
871,20,3,60.0,6600,1,3,3,0,4,0,12,0,2,5,5,3,1,8,8,0.0,3,4,1,1,0,0,894,894,1,2,0,4.0,894,0,0,894,0,0,1,0,2,1,3,5,6,0,1,308,1,2,0,0,0,0,0,0,0,8,2009,8,4,109500
